Geoname ID,ASCII Name,Country name EN,Population,Coordinates,cloud_1,cloud_2,cloud_3,cloud_4,cloud_5,cloud_6,cloud_7,cloud_8,cloud_9,cloud_10,cloud_11,cloud_12,maxtemp_1,maxtemp_2,maxtemp_3,maxtemp_4,maxtemp_5,maxtemp_6,maxtemp_7,maxtemp_8,maxtemp_9,maxtemp_10,maxtemp_11,maxtemp_12,meantemp_1,meantemp_2,meantemp_3,meantemp_4,meantemp_5,meantemp_6,meantemp_7,meantemp_8,meantemp_9,meantemp_10,meantemp_11,meantemp_12,mintemp_1,mintemp_2,mintemp_3,mintemp_4,mintemp_5,mintemp_6,mintemp_7,mintemp_8,mintemp_9,mintemp_10,mintemp_11,mintemp_12,precipitation_1,precipitation_2,precipitation_3,precipitation_4,precipitation_5,precipitation_6,precipitation_7,precipitation_8,precipitation_9,precipitation_10,precipitation_11,precipitation_12,wetdays_1,wetdays_2,wetdays_3,wetdays_4,wetdays_5,wetdays_6,wetdays_7,wetdays_8,wetdays_9,wetdays_10,wetdays_11,wetdays_12,wind_1,wind_2,wind_3,wind_4,wind_5,wind_6,wind_7,wind_8,wind_9,wind_10,wind_11,wind_12
1796236,Shanghai,China,22315474,"31.22222, 121.45806",56.45539193286070,64.86446421800150,68.1336043291665,69.79008959907790,71.85298525832590,77.88175101063130,69.95142655260630,58.12678329572750,63.97832658633580,57.575884042129300,54.911763920622300,50.40925424583540,7.483342521179840,8.21515334831895,12.15869634098370,18.113598140901100,23.045263116861000,26.812735158776300,31.18229516296150,31.086379616021200,26.909644136022600,21.98516443373550,16.502444841130400,10.365519364632300,3.971445646838110,4.771137227321040,8.448776221011710,14.19000463311270,19.187440785279800,23.411027721968000,27.785287887205700,27.678660773380900,23.701415125808000,18.30644208795940,12.62807108315050,6.40480959413154,0.5076870567464030,1.4069140889768200,4.785949102961210,10.278934111647400,15.368609542324600,20.053087589381300,24.481600697976600,24.366541893184500,20.497017488574600,14.640491801725100,8.762984596389860,2.4957595544440700,1.2705398416653700,2.1179310467115000,2.6092180121540200,3.526512141229030,4.023739793967020,5.620010634709030,5.245071769632210,4.593001682164810,4.841631957315540,2.203805881714480,1.7405938962265800,1.1154926058772800,10.805771342991400,12.160549768135700,13.513138411474900,14.58705146222080,15.010476644263700,14.850647885724400,11.894264911021000,10.921398623590500,13.038756317352300,11.786859539538900,10.895939548633700,10.403049755001900,3.1669364045489300,3.3493773346392400,3.367196796434110,3.314650051935350,3.0184376236711500,2.9122985564732600,2.9629716810902900,3.012028938850110,2.856737434944250,2.856738699719220,2.9672965095095500,2.9672965095095500
1816670,Beijing,China,18960744,"39.9075, 116.39723",26.751987395586000,35.6709683041164,43.67496518516750,50.47941490326220,51.90254041546820,55.972605358380400,65.66518505809680,59.95199633300590,45.67235141388920,39.40045866884750,34.40110265341860,28.382886150027800,1.0008474792709900,3.6064172899394700,10.856055285353000,19.592040976667200,26.238555603297300,30.075368211075400,30.754307273563500,29.43288099240630,25.61267589531820,18.61657598877840,9.551663867222810,2.7577847774020500,-4.5950940221484900,-2.005423040834400,4.819028566617740,13.17589611205520,19.579059176543600,23.9163200794243,25.946353518215200,24.64329893997320,19.64091860998800,12.700572192701800,4.259463091141950,-2.436605477169270,-10.18905633141050,-7.617230764198130,-1.219194851819310,6.789416581017510,12.939765398299000,17.806215490590900,21.18708260647290,19.95618520545480,13.749899532907700,6.8036956162673100,-1.0339285857144500,-7.630458950693300,0.09993694242780860,0.16805346341121300,0.3003836918642000,0.6993880276931130,0.998092678529139,2.1182040691478600,5.037205035868720,4.621848614341640,1.3961067264959900,0.5975590782988770,0.1961318337166090,0.09993694242780860,1.7506571041615200,3.09427841810329,3.6275230932139100,5.226824029447880,5.751359874093270,9.7434705050016,14.199274246560300,12.38522915687300,7.036053658902310,5.6213342993430200,4.517174161862360,1.5799751670540100,2.7751083021854400,2.9469394108706700,3.2538477828040300,3.653117081435810,3.2947839276144500,2.854647045055580,2.324300687153040,2.047532311169420,2.2477555701084400,2.4540553974539900,2.7551176627076000,2.755536113053360
1795565,Shenzhen,China,17494398,"22.54554, 114.0683",60.932248654578000,75.01009284264200,78.21101727718060,79.05013867118020,76.1080039254488,77.28185949827700,66.74366341325490,67.74461280180080,63.51001029836270,56.95370982289730,54.80656357965480,51.97101177485270,18.788900835007600,18.644138413447400,21.697678919808500,25.46622122990590,28.914092584490800,30.362268713786300,31.69695254234550,31.641779643840200,30.48040733214290,28.130743897015600,24.254583807207000,20.613298307702200,14.785794159976000,15.177600382993600,18.36744868696660,22.29541415390940,25.743673422573100,27.41114007366100,28.40608066047040,28.29232033106830,27.131428358647900,24.381770534129100,20.33271307437160,16.374486315426600,10.845918032023100,11.789101318697600,15.138256799690100,19.18764321447830,22.61013754231280,24.47441279831450,25.129843200730100,25.016643488585000,23.797427019462700,20.718305905185500,16.46979631386460,12.194779016167600,1.1166423167457700,1.9169046051957600,2.65192700201767,5.715703579160230,9.380467805779320,11.849038639693400,10.478706095382400,11.787420956835200,8.027513042468720,4.416170359291050,1.533043431952410,1.059016732257500,8.825378098900440,10.923079645572400,13.127495200190300,14.038802296789600,16.778314277390500,18.953311947139700,16.155708253396400,17.056466617487600,14.027231927607900,9.47910919698574,7.9353967256476300,7.090198575617640,2.7339258996175500,2.9551925077557200,2.9247782119727800,2.826682303030970,2.6037979416173800,2.6037979416173800,2.6039816186424100,2.289051066840460,2.398160639660450,2.8900498113982100,2.734180442485990,2.623232004938210
1809858,Guangzhou,China,16096724,"23.11667, 113.25",62.14661519011500,79.05171496534880,81.6585200169326,82.81120230576490,79.44442802224700,80.62767442008360,68.59615870179450,69.92551773147440,62.99608850833250,57.048920746236000,54.98856521766680,52.16629305327870,18.075666613984500,17.97717815641360,21.218791430578400,25.21655140069200,29.15718995669290,30.92952971874810,32.40120782019870,32.27348718428970,30.996402395869200,28.15490542956560,24.052835328345800,20.05354393117740,13.782510889594000,14.5204912189285,17.89362450873470,21.99891453410810,25.831846081052900,27.612945352795900,28.71655325567540,28.58163845252180,27.236776405270000,24.09364820641440,19.714634338497900,15.40791070056890,9.520506770377230,11.099715720439100,14.64184127179600,18.847050137672300,22.512457557814400,24.326184018488900,25.11975450590770,24.926779120243700,23.54618223032020,20.060312851819700,15.449880068737400,10.774248860315600,1.3708567350748700,2.259100762778650,2.8699228967587900,6.344158621552930,9.417984878631080,9.203719329313910,7.413623317126730,7.825587427190910,5.781050537934230,2.7100316457087100,1.3737709536583400,0.807755217230012,8.517472399837610,11.370349653348500,14.637100800058300,15.715046186879000,18.581332742295900,19.406726091010300,16.42931600497250,16.782966176328000,13.17526409238600,8.207363358800220,6.951838684634870,6.456147457186450,2.232583967621220,2.4253130473284600,2.332801004117220,2.2580377672263900,2.1316300020194800,2.125618079547670,2.132689547072800,1.8330362860794700,2.000287136641980,2.325485629834330,2.2328182467694300,2.132856455664360
2314302,Kinshasa,"Congo, Democratic Republic of the",16000000,"-4.32758, 15.31357",85.31640926851920,77.31938232710760,82.374079696539,78.70602421560360,79.71848575975790,76.32757134475710,78.45579487230850,79.35301692071030,74.77523889239430,82.07177744029350,85.21886629454380,90.02981296377060,29.66518535577130,30.64428214919810,31.09661580456430,31.19440202280770,29.987272737679300,28.000957551836300,26.899207127150800,27.96547234314510,29.641737021169800,29.914371608128700,29.455149870048100,29.379983899943600,25.218756084770300,25.808560911900000,26.086008448623300,26.18019973316090,25.43821342887860,23.2819817873582,21.983407349508300,22.901698707023800,24.59645466385340,25.38238089020700,25.10192422726060,25.05114683127730,20.805404664396500,20.99814938150320,21.17247334420810,21.186472098165500,20.950753953828900,18.585320185382800,17.084881945744100,17.84484039182590,19.58731864831150,20.929860212061000,20.755551067484300,20.801261972951700,5.112759391428060,5.113809855363590,5.668980753495960,7.105269993064330,4.196157470467070,0.19069909817681800,0.11974559544789200,0.22291893897481200,1.5717311191001800,4.481858870328710,8.622771015475220,5.603644932495000,10.082042580378000,10.281421888260900,13.118699446487600,15.005158082540000,10.838629222512200,1.3582763509898000,0.03107916798496140,1.426749640109710,4.377841928580160,11.325684697284200,16.044246471101200,13.994615879693100,0.8860423184205830,1.0604411828731900,0.8994769484640440,0.7998530903014580,0.7929721532497650,0.9696633237775770,1.197785073895860,1.4618356018245600,1.3576859004977000,1.1947639302329500,1.0555615551571000,0.8788878650435160
2332459,Lagos,Nigeria,15388000,"6.45407, 3.39467",70.98388648761770,68.25457362942010,71.29124140002210,74.32171165826830,76.85620909635580,88.33797606984500,93.900858527205,94.06133592767500,91.92118194893440,81.81327535327570,70.76165272666920,67.30533467462240,32.572788839040400,33.864155327883200,33.45047878115880,32.471854876721300,31.439235129288800,29.717062699994000,28.281885515006800,28.308811373565900,28.975672532662300,30.400440252532,32.060812131216500,32.13343841728690,27.400950977015100,28.745780457063800,28.787600990342000,28.164866696267100,27.401567616244100,26.094401876262400,25.237580900225900,25.194763861928400,25.592825317398700,26.51964731297170,27.52527514835380,27.31424128233690,22.25735651178160,23.672805936126500,24.141909207693100,23.887613267005600,23.404881935159600,22.554283690244000,22.247884766719400,22.1696155453699,22.250063668757000,22.71186801460330,23.073818778723600,22.511739208507100,0.7251132834949460,1.415237323252780,2.9531642977676700,4.682914655661000,6.072009686663420,8.532614129092810,5.979958700985890,4.013551178180040,5.92313812841123,5.148085671073770,1.7252268557660600,0.8139446958114300,2.288608764609750,3.6515110615622600,7.692840397955770,10.58770131927260,13.122525662693200,16.122791658549300,15.328199749197100,14.66651633010170,16.024923040880400,13.86552236666140,5.610355709464520,2.8566914847459600,2.4550963964098700,2.9410021272386600,3.067889031080380,2.964242464656900,2.647473872069920,2.7511578497276200,3.254992905995500,3.2308914083578200,2.801714481925300,2.306158704243650,2.091201783548600,2.092528611594290
745044,Istanbul,Turkey,14804116,"41.01384, 28.94966",70.06153502611530,70.5436486603044,65.62644257319360,58.71004295337710,49.65961890821890,37.9837740170517,30.779252993126700,31.24460303372660,36.51618097296310,51.14981555715380,60.55121579123080,68.96662363791490,8.053017386611310,8.784089459133370,10.889692546187100,15.872649111792900,20.457642366326400,24.89606900723350,26.92328913639890,26.840373797200600,24.034419993855200,19.194392119971100,14.707598274213200,10.50484881198700,5.0434906701268900,5.681255888964240,7.305385347694000,11.694104557051800,16.026329607658100,20.119640117743600,22.315965261754800,22.35890343627080,19.546653065329600,15.283654315916200,11.223724106826400,7.496440200839490,2.1164268332342000,2.6274344770943200,3.8011849260179800,7.5447982610526400,11.634468126477600,15.362479539313600,17.737380488933000,17.896300645340600,15.131437461714300,11.444192847427600,7.770779506898990,4.5399175952781700,3.4031640749896300,2.583063539462950,2.2946969057676700,1.7912911411861400,1.2956388223518700,1.104009409441960,0.8230044447073870,1.1442485523842900,1.641368680721270,2.5813480061901300,3.17845558097798,4.150709555342810,16.059708191609500,13.872625080322200,12.556833641570300,10.802138677882100,8.850585256675770,6.331985424304510,4.477705754198580,5.103235138262980,5.960926977438240,9.780136478660640,12.164112054226200,15.355883611438000,4.963956680837730,5.082304827548690,4.77061401178331,4.441461020360620,4.073804202074830,4.2388970213943700,4.697977188821570,4.681598430771140,4.204128928058030,4.0429869935608300,4.173295552957490,4.839974800304510
1815286,Chengdu,China,13568357,"30.66667, 104.06667",71.52894070428540,78.40065566880640,78.76685524269340,78.32497209589820,80.56548650762810,81.92391547019400,76.92498657316040,71.3028667753963,84.74956510270470,84.17307244065200,78.5088571122927,73.76700795802820,9.454525836551720,11.051045465570400,16.00071418864150,21.493564126602800,25.589323974665700,27.7430041229987,29.607061214003800,29.690264103749400,24.88856147354380,20.373332492214000,15.295941423162900,10.732811987155700,5.911927582994800,7.568414403123340,11.920261848176600,17.01354967172920,21.28927337043890,23.83815166959800,25.655427675668500,25.488967483277800,21.487188173384800,17.287848752385000,12.134546158212400,7.387328158841600,2.4665229400768200,4.10766152641574,7.892947811241490,12.535730397938400,17.004363371842400,19.983869853631400,21.788703254120700,21.373637172204700,18.14810399788090,14.270908445524300,9.019956024749750,4.121771553379970,0.3241778003066030,0.4561667736477790,0.7634437044830560,1.9160446896969900,3.1826556856836800,4.383402093807610,7.118629672562500,6.91928073337982,4.9576224392034100,1.8769797050903200,0.7316546252635400,0.22506733588901400,8.767585600324040,8.615928086888590,10.884753799988800,13.789014401245700,15.973963213713900,16.511190130668900,17.246533209578600,15.829410364375100,17.2924229459843,16.62969896659870,10.329738171694400,8.05106082409339,0.9985562653044000,1.2974045297656800,1.5200187628665800,1.4989383701529400,1.3971523114225800,1.1994217543653300,1.1997443135259200,1.1992680729623700,1.0987344682186600,0.9121931931703670,0.9213492654116820,0.8994594128583160
1275339,Mumbai,India,12691836,"19.07283, 72.88261",12.575911338242400,12.002213167966900,19.67464209767180,21.171994303831200,27.234108691452100,58.825932424012200,80.45729070316220,78.63332774753630,60.53784000893760,28.108633447391000,17.066039553043900,13.81753566221690,30.058513299220000,30.77478653488910,32.67415268694110,33.8975842271182,34.42645357309730,32.335493287275100,29.891286906915100,29.53642275313260,30.54991233170150,33.129435266529900,33.09960850971450,31.501128890950500,23.47180111602640,24.19484757038940,26.645972073273300,28.714588102932300,30.063361835543200,28.894715662029700,27.2233360384436,26.884208091730900,27.208063389834100,28.171720775699000,26.993265130674400,25.046559022891100,16.94149478004890,17.658022985504500,20.70897974589950,23.55683649867530,25.747279934500900,25.49675890090880,24.570838502170300,24.30507303190420,23.958166868967200,23.270527973320700,20.928638237605100,18.655594592125000,0.09958057015266430,0.09958057015266430,0.09958057015266430,0.09802366917803240,0.5221503939663350,14.61849527359730,15.980930111790000,14.891327518829300,9.336695676836010,1.646658457536360,0.5577913481218140,0.19973779081634700,0.0,0.0,0.0,-0.006237974137945910,1.0315270158910300,13.816359821318700,21.930542716371800,20.461354011438600,12.27150474516490,2.8823687293386200,1.3181634742941500,-0.004017375411128120,2.2440974850764800,2.3538358864928000,2.6592047035065600,2.9514346218000000,3.4975562580208800,4.294996153977110,4.690700467325670,4.066739848620860,2.976645501374680,2.2323657190355400,2.0411184647816800,2.0431894904630400
3448439,Sao Paulo,Brazil,12400232,"-23.5475, -46.63611",83.00732921668540,80.04060702396150,78.88742826251360,73.49124672728080,68.03623389742480,64.82953131169010,64.2086303660808,69.37373420884660,76.19637553473080,79.15323999930300,81.69840923984270,87.03681028128330,26.768757284289600,27.308354082247500,26.76161665391810,24.611808898275400,22.57874462689830,21.373106385870200,21.136951344484800,22.650138123171200,23.181586092845800,24.158145762582400,25.229280527960300,25.499042844150000,22.481675767474200,22.789101270031600,22.220410658509100,20.106162042808000,17.848581933669600,16.490734344241900,15.969127410875100,17.318811295301600,18.264233404421200,19.49028773194910,20.660838614098100,21.298112277129400,18.249209060507200,18.311266376803500,17.778010743260600,15.640869667817500,13.175129747792800,11.653706743547900,10.899802217423400,12.088895743191400,13.373095847873800,14.832667882789100,16.134177558184100,17.172149627766300,7.972280196358,7.686204485456250,5.72405345275015,3.1154273775520500,2.7691044548971300,2.0804704874243100,1.6513940925785900,1.5268036749183700,2.9008274920227600,4.253598934753290,5.105943205045650,6.84274084823669,26.565155835754000,23.142166047582500,20.775476016789100,14.397467883089600,13.141707382184000,10.391675256726900,11.990184726210300,11.337602385138100,14.407001553178900,19.786118097103200,20.59313586554640,25.039119583266500,2.7986473683587400,2.6987959780178900,2.5654655768907700,2.549605517164480,2.182143969867040,2.335298201971080,2.4391799220794900,2.482139882632730,2.839203979433560,3.040036642075410,3.1983544400561300,3.0838014992775900
